,instrument_token,tradingsymbol,name,instrument_type,segment,exchange
97938,3709441,NCLIND,NCL INDUSTRIES,EQ,NSE,NSE
97939,4702977,NDGL,NAGA DHUNSERI GROUP,EQ,NSE,NSE
97940,8002049,NDL,NANDAN DENIM,EQ,NSE,NSE
97941,5697281,NDRAUTO,NDR AUTO COMPONENTS,EQ,NSE,NSE
97942,2925313,NDTV,NDTV,EQ,NSE,NSE
97943,3461633,NECCLTD,NORTH EAST CARRY CORP,EQ,NSE,NSE
97944,3053313,NECLIFE,NECTAR LIFESCIENCES.,EQ,NSE,NSE
97945,3778817,NELCAST,NELCAST,EQ,NSE,NSE
97946,611329,NELCO,NELCO,EQ,NSE,NSE
97947,2538753,NEOGEN,NEOGEN CHEMICALS,EQ,NSE,NSE
97948,3944705,NESCO,NESCO.,EQ,NSE,NSE
97949,4598529,NESTLEIND,NESTLE INDIA,EQ,NSE,NSE
97950,2006529,NETF,TATAAML - NETF,EQ,NSE,NSE
97951,3612417,NETWORK18,NETWORK18 MEDIA & INV,EQ,NSE,NSE
97952,615937,NEULANDLAB,NEULAND LAB.,EQ,NSE,NSE
97953,297985,NEWGEN,NEWGEN SOFTWARE TECH,EQ,NSE,NSE
97954,2525185,NEXTMEDIA-BE,NEXT MEDIAWORKS,EQ,NSE,NSE
97955,3564801,NFL,NATIONAL FERT.,EQ,NSE,NSE
97956,1382657,NGIL,NAKODA GROUP OF IND.,EQ,NSE,NSE
97957,3031041,NH,NARAYANA HRUDAYALAYA.,EQ,NSE,NSE
97958,7946241,NHAI-N2,,EQ,NSE,NSE
97959,45057,NHAI-N3,,EQ,NSE,NSE
97960,46081,NHAI-N4,,EQ,NSE,NSE
97961,47617,NHAI-N5,,EQ,NSE,NSE
97962,49153,NHAI-N6,,EQ,NSE,NSE
97963,3058945,NHAI-N7,,EQ,NSE,NSE
97964,3059713,NHAI-N8,,EQ,NSE,NSE
97965,3060225,NHAI-N9,,EQ,NSE,NSE
97966,3072769,NHAI-NA,,EQ,NSE,NSE
97967,3711233,NHAI-NB,,EQ,NSE,NSE
97968,3711745,NHAI-NC,,EQ,NSE,NSE
97969,3717633,NHAI-ND,,EQ,NSE,NSE
97970,3719425,NHAI-NE,,EQ,NSE,NSE
97971,8183041,NHBTF2014-N1,,EQ,NSE,NSE
97972,8183297,NHBTF2014-N2,,EQ,NSE,NSE
97973,8183553,NHBTF2014-N3,,EQ,NSE,NSE
97974,8183809,NHBTF2014-N4,,EQ,NSE,NSE
97975,8184065,NHBTF2014-N5,,EQ,NSE,NSE
97976,8184321,NHBTF2014-N6,,EQ,NSE,NSE
97977,7581697,NHBTF2023-N1,,EQ,NSE,NSE
97978,449025,NHBTF2023-N2,,EQ,NSE,NSE
97979,450049,NHBTF2023-N3,,EQ,NSE,NSE
97980,450817,NHBTF2023-N4,,EQ,NSE,NSE
97981,451329,NHBTF2023-N5,,EQ,NSE,NSE
97982,451841,NHBTF2023-N6,,EQ,NSE,NSE
97983,452353,NHBTF2023-N7,,EQ,NSE,NSE
97984,1671937,NHIT-IV,,EQ,NSE,NSE
97985,4454401,NHPC,NHPC,EQ,NSE,NSE
97986,8059393,NHPC-N1,,EQ,NSE,NSE
97987,8059649,NHPC-N2,,EQ,NSE,NSE
97988,8059905,NHPC-N3,,EQ,NSE,NSE
97989,8060161,NHPC-N4,,EQ,NSE,NSE
97990,8060417,NHPC-N5,,EQ,NSE,NSE
97991,8060673,NHPC-N6,,EQ,NSE,NSE
97992,102145,NIACL,THE NEW INDIA ASSU CO,EQ,NSE,NSE
97993,7611649,NIBL,NRB INDUS. BEARINGS.,EQ,NSE,NSE
97994,1687553,NIDAN-SM,,EQ,NSE,NSE
97995,7571713,NIF100BEES,NIP IND ETF NIFTY 100,EQ,NSE,NSE
97996,2707457,NIFTYBEES,NIP IND ETF NIFTY BEES,EQ,NSE,NSE
97997,2949633,NIITLTD,NIIT,EQ,NSE,NSE
97998,2368769,NILAINFRA,NILA INFRASTRUCTURES,EQ,NSE,NSE
97999,1907201,NILASPACES-BE,NILA SPACES,EQ,NSE,NSE
98000,619777,NILKAMAL,NILKAMAL,EQ,NSE,NSE
98001,1736193,NIPPOBATRY,INDO-NATIONAL,EQ,NSE,NSE
98002,65281,NIRAJ,NIRAJ CEMENT STRUC,EQ,NSE,NSE
98003,4824065,NIRAJISPAT-BE,NIRAJ ISPAT IND,EQ,NSE,NSE
98004,3404801,NITCO,NITCO,EQ,NSE,NSE
98005,3372801,NITINSPIN,NITIN SPINNERS,EQ,NSE,NSE
98006,831233,NITIRAJ,NITIRAJ ENGINEERS,EQ,NSE,NSE
98007,624385,NKIND,NK INDUSTRIES,EQ,NSE,NSE
98008,2197761,NLCINDIA,NLC INDIA,EQ,NSE,NSE
98009,3924993,NMDC,NMDC.,EQ,NSE,NSE
98010,625153,NOCIL,NOCIL,EQ,NSE,NSE
98011,2761217,NOIDATOLL,NOIDA TOLL BRIDGE CO,EQ,NSE,NSE
98012,2414337,NORBTEAEXP-BE,NORBEN TEA &EXPORTS,EQ,NSE,NSE
98013,2305793,NOVARTIND,NOVARTIS INDIA,EQ,NSE,NSE
98014,3322369,NPBET,TATAAML - NPBET,EQ,NSE,NSE
98015,1356545,NPST-SM,,EQ,NSE,NSE
98016,5200385,NRAIL,N R AGARWAL INDS,EQ,NSE,NSE
98017,1933569,NRBBEARING,NRB BEARING,EQ,NSE,NSE
98018,1858561,NRL-SM,,EQ,NSE,NSE
98019,2877185,NSIL,NALWA SONS INVESTMENT,EQ,NSE,NSE
98020,2977281,NTPC,NTPC,EQ,NSE,NSE
98021,8130049,NTPC-N1,,EQ,NSE,NSE
98022,8130561,NTPC-N2,,EQ,NSE,NSE
98023,8131073,NTPC-N3,,EQ,NSE,NSE
98024,8131585,NTPC-N4,,EQ,NSE,NSE
98025,8132097,NTPC-N5,,EQ,NSE,NSE
98026,8132609,NTPC-N6,,EQ,NSE,NSE
98027,1888513,NTPC-N7,,EQ,NSE,NSE
98028,2748673,NTPC-N8,,EQ,NSE,NSE
98029,2749697,NTPC-N9,,EQ,NSE,NSE
98030,2750465,NTPC-NA,,EQ,NSE,NSE
98031,2750977,NTPC-NB,,EQ,NSE,NSE
98032,2751745,NTPC-NC,,EQ,NSE,NSE
98033,2752257,NTPC-ND,,EQ,NSE,NSE
98034,2762497,NUCLEUS,NUCLEUS SOFTWARE EXPORTS,EQ,NSE,NSE
98035,601601,NURECA,NURECA,EQ,NSE,NSE
98036,1389057,NUVOCO,NUVOCO VISTAS CORP,EQ,NSE,NSE
98037,2520833,NV20BEES,NIP IND ETF ETF NV20,EQ,NSE,NSE
98038,3724033,NXTDIGITAL,NXTDIGITAL,EQ,NSE,NSE
98039,1675521,NYKAA,FSN E COMMERCE VENTURES,EQ,NSE,NSE
98040,2756609,OAL,ORIENTAL AROMATICS,EQ,NSE,NSE
98041,2252033,OBCL,ORISSA BENGAL CARRIER,EQ,NSE,NSE
98042,5181953,OBEROIRLTY,OBEROI REALTY,EQ,NSE,NSE
98043,3131137,OCCL,ORIENTAL CARBN & CHEM,EQ,NSE,NSE
98044,2748929,OFSS,ORACLE FIN SERV SOFT.,EQ,NSE,NSE
98045,4464129,OIL,OIL INDIA,EQ,NSE,NSE
98046,2075905,OILCOUNTUB-BE,OIL COUNTRY TUBULAR.,EQ,NSE,NSE
98047,2723073,OLECTRA,OLECTRA GREENTECH,EQ,NSE,NSE
98048,2796033,OMAXAUTO,OMAX AUTOS,EQ,NSE,NSE
98049,3802369,OMAXE,OMAXE,EQ,NSE,NSE
98050,29953,OMFURN-SM,,EQ,NSE,NSE
98051,6203137,OMINFRAL,OM INFRA,EQ,NSE,NSE
98052,5506817,OMKARCHEM,OMKAR SPL CHEM,EQ,NSE,NSE
98053,6525953,ONELIFECAP,ONELIFE CAP ADVISORS,EQ,NSE,NSE
98054,2544385,ONEPOINT,ONE POINT ONE SOL,EQ,NSE,NSE
98055,633601,ONGC,OIL AND NATURAL GAS CORP.,EQ,NSE,NSE
98056,3911169,ONMOBILE,ONMOBILE GLOBAL.,EQ,NSE,NSE
98057,635137,ONWARDTEC,ONWARD TECHNOLOGIES,EQ,NSE,NSE
98058,5496065,OPTIEMUS,OPTIEMUS INFRACOM,EQ,NSE,NSE
98059,8057601,ORBTEXP,ORBIT EXPORTS,EQ,NSE,NSE
98060,237825,ORCHPHARMA-BE,ORCHID PHARMA,EQ,NSE,NSE
98061,2600705,ORICONENT,ORICON ENTERPRISES,EQ,NSE,NSE
98062,3356417,ORIENTABRA,ORIENT ABRASIVE,EQ,NSE,NSE
98063,3672577,ORIENTALTL,ORIENTAL TRIMEX,EQ,NSE,NSE
98064,3655169,ORIENTBELL,ORIENT BELL,EQ,NSE,NSE
98065,7702785,ORIENTCEM,ORIENT CEMENT.,EQ,NSE,NSE
98066,760833,ORIENTELEC,ORIENT ELECTRIC,EQ,NSE,NSE
98067,638209,ORIENTHOT,ORIENT HOTELS,EQ,NSE,NSE
98068,4661249,ORIENTLTD,ORIENT PRESS,EQ,NSE,NSE
98069,638977,ORIENTPPR,ORIENT PAPER AND INDS,EQ,NSE,NSE
98070,5103361,ORISSAMINE-BE,ORISSA MIN DEV CO,EQ,NSE,NSE
98071,3410177,ORTEL-BZ,,EQ,NSE,NSE
98072,762625,ORTINLAB,ORTIN LABORATORIES,EQ,NSE,NSE
98073,2671361,OSEINTRUST-IV,,EQ,NSE,NSE
98074,2438145,OSIAHYPER-SM,,EQ,NSE,NSE
98075,643585,OSWALAGRO,OSWAL AGRO MILLS,EQ,NSE,NSE
98076,920833,OSWALSEEDS-SM,,EQ,NSE,NSE
98077,3689729,PAGEIND,PAGE INDUSTRIES,EQ,NSE,NSE
98078,6519809,PAISALO,PAISALO DIGITAL,EQ,NSE,NSE
98079,5475073,PALASHSECU-BE,PALASH SECURITIES,EQ,NSE,NSE
98080,4367105,PALREDTEC-BE,PALRED TECHNOLOGIES,EQ,NSE,NSE
98081,1038081,PANACEABIO,PANACEA BIOTEC,EQ,NSE,NSE
98082,4186881,PANACHE-BE,PANACHE DIGILIFE,EQ,NSE,NSE
98083,6500353,PANAMAPET,PANAMA PETROCHEM,EQ,NSE,NSE
98084,1574913,PANSARI-BE,PANSARI DEVELOPERS,EQ,NSE,NSE
98085,1441537,PAR,PAR DRUGS AND CHEM,EQ,NSE,NSE
98086,3571457,PARACABLES,PARAMOUNT COMM,EQ,NSE,NSE
98087,2493697,PARADEEP,PARADEEP PHOSPHATES,EQ,NSE,NSE
98088,4385281,PARAGMILK,PARAG MILK FOODS.,EQ,NSE,NSE
98089,1513217,PARAS,PARAS DEF AND SPCE TECH L,EQ,NSE,NSE
98090,1397761,PARIN-SM,,EQ,NSE,NSE
98091,3530497,PARSVNATH,PARSVNATH DEVELOPER,EQ,NSE,NSE
98092,665345,PARTYCRUS-SM,,EQ,NSE,NSE
98093,5544193,PASHUPATI-SM,,EQ,NSE,NSE
98094,1547521,PASUPTAC,PASUPATI ACRYLON,EQ,NSE,NSE
98095,2994945,PATELENG,PATEL ENGINEERING.,EQ,NSE,NSE
98096,3896065,PATINTLOG,PATEL INT. LOG.,EQ,NSE,NSE
98097,1795073,PATINTPP-E1,,EQ,NSE,NSE
98098,674049,PAVNAIND-SM,,EQ,NSE,NSE
98099,1716481,PAYTM,ONE 97 COMMUNICATIONS,EQ,NSE,NSE
98100,3342081,PBAINFRA,PBA INFRASTRUCTURE.,EQ,NSE,NSE
98101,678145,PCBL,PCBL,EQ,NSE,NSE
98102,1310721,PCHFL-N1,,EQ,NSE,NSE
98103,1311489,PCHFL-N2,,EQ,NSE,NSE
98104,1312257,PCHFL-N3,,EQ,NSE,NSE
98105,1313025,PCHFL-N4,,EQ,NSE,NSE
98106,1313793,PCHFL-N5,,EQ,NSE,NSE
98107,1314305,PCHFL-N6,,EQ,NSE,NSE
98108,1317121,PCHFL-N7,,EQ,NSE,NSE
98109,1318657,PCHFL-N8,,EQ,NSE,NSE
98110,1319681,PCHFL-N9,,EQ,NSE,NSE
98111,1320961,PCHFL-NA,,EQ,NSE,NSE
98112,7455745,PCJEWELLER,PC JEWELLER,EQ,NSE,NSE
98113,3936513,PDMJEPAPER,PUDUMJEE PAPER PRO.,EQ,NSE,NSE
98114,5002497,PDPL-BE,PARENTERAL DRUGS,EQ,NSE,NSE
98115,1347585,PDSL,PDS,EQ,NSE,NSE
98116,668161,PEARLPOLY,PEARL POLYMERS,EQ,NSE,NSE
98117,617473,PEL,PIRAMAL ENTERPRISES,EQ,NSE,NSE
98118,5278977,PENIND,PENNAR INDUSTRIES,EQ,NSE,NSE
98119,1371649,PENINLAND-BE,PENINSULA LAND,EQ,NSE,NSE
98120,722433,PENTAGOLD-SM,,EQ,NSE,NSE
98121,2880001,PERFECT-SM,,EQ,NSE,NSE
98122,4701441,PERSISTENT,PERSISTENT SYSTEMS,EQ,NSE,NSE
98123,2905857,PETRONET,PETRONET LNG,EQ,NSE,NSE
98124,3660545,PFC,POWER FIN CORP.,EQ,NSE,NSE
98125,5112833,PFC-N1,,EQ,NSE,NSE
98126,5113345,PFC-N2,,EQ,NSE,NSE
98127,5113857,PFC-N3,,EQ,NSE,NSE
98128,5125633,PFC-N5,,EQ,NSE,NSE
98129,5126145,PFC-N6,,EQ,NSE,NSE
98130,5126657,PFC-N7,,EQ,NSE,NSE
98131,5127169,PFC-N8,,EQ,NSE,NSE
98132,676609,PFIZER,PFIZER,EQ,NSE,NSE
98133,3454977,PFOCUS,PRIME FOCUS,EQ,NSE,NSE
98134,5786113,PFS,PTC INDIA FIN SERV,EQ,NSE,NSE
98135,6491649,PGEL,PG ELECTROPLAST,EQ,NSE,NSE
98136,648961,PGHH,P&G HYGIENE & HEALTH CARE,EQ,NSE,NSE
98137,240641,PGHL,PROCTER & GAMBLE HEALTH L,EQ,NSE,NSE
98138,3650561,PGIL,PEARL GLOBAL IND,EQ,NSE,NSE
98139,894465,PGINVIT-IV,,EQ,NSE,NSE
98140,1273089,PHARMABEES,NIPPONAMC - NETFPHARMA,EQ,NSE,NSE
98141,3725313,PHOENIXLTD,THE PHOENIX MILLS,EQ,NSE,NSE
98142,681985,PIDILITIND,PIDILITE INDUSTRIES,EQ,NSE,NSE
98143,700929,PIGL-SM,,EQ,NSE,NSE
98144,6191105,PIIND,PI INDUSTRIES,EQ,NSE,NSE
98145,2929921,PILANIINVS,PILANI INV & IND COR,EQ,NSE,NSE
98146,7893761,PILITA,PIL ITALICA LIFESTYLE,EQ,NSE,NSE
98147,4861953,PIONDIST,PIONEER DIST,EQ,NSE,NSE
98148,3446529,PIONEEREMB,PIONEER EMBROIDERIES,EQ,NSE,NSE
98149,3618305,PITTIENG,PITTI ENGINEERING,EQ,NSE,NSE
98150,2326273,PIXTRANS,PIX TRANSMISSIONS,EQ,NSE,NSE
98151,2641409,PKTEA-BE,THE P K TEA PROD CO,EQ,NSE,NSE
98152,3563521,PLASTIBLEN,PLASTIBLENDS INDIA,EQ,NSE,NSE
98153,2730497,PNB,PUNJAB NATIONAL BANK,EQ,NSE,NSE
98154,2236417,PNBGILTS,PNB GILTS,EQ,NSE,NSE
98155,4840449,PNBHOUSING,PNB HOUSING FIN.,EQ,NSE,NSE
98156,2392577,PNC-BE,PRITISH NANDY COMMUNICATI,EQ,NSE,NSE
98157,2402561,PNCINFRA,PNC INFRATECH.,EQ,NSE,NSE
98158,5234177,PODDARHOUS,PODDAR HOUSE & DVPT,EQ,NSE,NSE
98159,4873217,PODDARMENT,PODDAR PIGMENTS,EQ,NSE,NSE
98160,4518657,POKARNA,POKARNA,EQ,NSE,NSE
98161,1703937,POLICYBZR,PB FINTECH,EQ,NSE,NSE
98162,2455041,POLYCAB,POLYCAB INDIA,EQ,NSE,NSE
98163,6583809,POLYMED,POLY MEDICURE,EQ,NSE,NSE
98164,687873,POLYPLEX,POLYPLEX CORPORATION,EQ,NSE,NSE
98165,2729217,PONNIERODE,PONNIE SUGARS (ERODE),EQ,NSE,NSE
98166,2919169,POONAWALLA,POONAWALLA FINCORP,EQ,NSE,NSE
98167,2547201,POONAWALLA-N3,,EQ,NSE,NSE
98168,2551297,POONAWALLA-N4,,EQ,NSE,NSE
98169,2552065,POONAWALLA-N5,,EQ,NSE,NSE
98170,2553601,POONAWALLA-N6,,EQ,NSE,NSE
98171,2555393,POONAWALLA-N7,,EQ,NSE,NSE
98172,3834113,POWERGRID,POWER GRID CORP..,EQ,NSE,NSE
98173,4724993,POWERINDIA,HITACHI ENERGY INDIA,EQ,NSE,NSE
98174,2681089,POWERMECH,POWER MECH PROJECTS.,EQ,NSE,NSE
98175,3893505,PPAP,PPAP AUTOMOTIVE,EQ,NSE,NSE
98176,2636033,PPL,PRAKASH PIPES,EQ,NSE,NSE
98177,3569921,PRAENG-BE,PRAJAY ENG. SYN..,EQ,NSE,NSE
98178,692481,PRAJIND,PRAJ INDUSTRIES,EQ,NSE,NSE
98179,693249,PRAKASH,PRAKASH INDUSTRIES,EQ,NSE,NSE
98180,5017345,PRAKASHSTL,PRAKASH STEELAGE,EQ,NSE,NSE
98181,308225,PRAXIS,PRAXIS HOME RETAIL,EQ,NSE,NSE
98182,3226369,PRECAM,PRECISION CAMSHAFTS.,EQ,NSE,NSE
98183,2035201,PRECISION-SM,,EQ,NSE,NSE
98184,694017,PRECOT,PRECOT,EQ,NSE,NSE
98185,695553,PRECWIRE,PRECISION WIRES INDIA,EQ,NSE,NSE
98186,4458241,PREMEXPLN-BE,PREMIER EXPLOSIVES,EQ,NSE,NSE
98187,1599489,PREMIER-BE,PREMIER,EQ,NSE,NSE
98188,1000449,PREMIERPOL,PREMIER POLYFILM,EQ,NSE,NSE
98189,2987777,PRESSMN,PRESSMAN ADVERTISING,EQ,NSE,NSE
98190,5197313,PRESTIGE,PRESTIGE ESTATE,EQ,NSE,NSE
98191,5025537,PRICOLLTD,PRICOL,EQ,NSE,NSE
98192,3037185,PRIMESECU,PRIME SECURITIES,EQ,NSE,NSE
98193,4107521,PRINCEPIPE,PRINCE PIPES FITTINGS,EQ,NSE,NSE
98194,2125825,PRITI,PRITI INTERNATIONAL,EQ,NSE,NSE
98195,1354753,PRITIKAUTO,PRITIKA AUTO INDUS,EQ,NSE,NSE
98196,2259201,PRIVISCL,PRIVI SPECIALITY CHE,EQ,NSE,NSE
98197,4954113,PROLIFE-SM,,EQ,NSE,NSE
98198,2236161,PROPEQUITY-SM,,EQ,NSE,NSE
98199,7387905,PROZONINTU,PROZONE INTU PROPRTIS,EQ,NSE,NSE
98200,701185,PRSMJOHNSN,PRISM JOHNSON,EQ,NSE,NSE
98201,2445569,PRUDENT,PRUDENT CORP ADV SER,EQ,NSE,NSE
98202,5376257,PSB,PUNJAB & SIND BANK,EQ,NSE,NSE
98203,5344513,PSPPROJECT,PSP PROJECTS,EQ,NSE,NSE
98204,3848193,PSUBNKBEES,NIP IND ETF PSU BANK BEES,EQ,NSE,NSE
98205,2906881,PTC,PTC INDIA,EQ,NSE,NSE
98206,3609857,PTL,PTL ENTERPRISES,EQ,NSE,NSE
98207,129793,PULZ-SM,,EQ,NSE,NSE
98208,1112065,PUNJABCHEM,PUNJAB CHEM & CROP PROT L,EQ,NSE,NSE
98209,3429377,PUNJLLOYD-BZ,,EQ,NSE,NSE
98210,3820033,PURVA,PURAVANKARA,EQ,NSE,NSE
98211,1605889,PVP-BE,PVP VENTURES,EQ,NSE,NSE
98212,3365633,PVR,PVR,EQ,NSE,NSE
98213,3924481,QGOLDHALF,QUANTUM GOLD FUND,EQ,NSE,NSE
98214,4305665,QNIFTY,QUANTUM NIFTY 50 ETF,EQ,NSE,NSE
98215,1502721,QUADPRO-SM,,EQ,NSE,NSE
98216,4532225,QUESS,QUESS CORP,EQ,NSE,NSE
98217,3357697,QUICKHEAL,QUICK HEAL TECH,EQ,NSE,NSE
98218,2884609,RADAAN-BE,RADAAN MEDIAWORKS (I),EQ,NSE,NSE
98219,2813441,RADICO,RADICO KHAITAN,EQ,NSE,NSE
98220,5088513,RADIOCITY,MUSIC BROADCAST,EQ,NSE,NSE
98221,622337,RAILTEL,RAILTEL CORP OF IND,EQ,NSE,NSE
98222,3926273,RAIN,RAIN INDUSTRIES,EQ,NSE,NSE
98223,2408449,RAINBOW,RAINBOW CHILDRENS MED,EQ,NSE,NSE
98224,1894657,RAJESHEXPO,RAJESH EXPORTS,EQ,NSE,NSE
98225,555009,RAJMET,RAJNANDINI METAL,EQ,NSE,NSE
98226,4854273,RAJRATAN,RAJRATAN GLOBAL WIRE,EQ,NSE,NSE
98227,2157569,RAJRILTD-BE,RAJ RAYON INDUSTRIES,EQ,NSE,NSE
98228,719105,RAJSREESUG,RAJSHREE SUGAR & CHEMICAL,EQ,NSE,NSE
98229,3687169,RAJTV,RAJ TV NETWORK,EQ,NSE,NSE
98230,720897,RALLIS,RALLIS INDIA,EQ,NSE,NSE
98231,3472641,RAMANEWS,SHREE RAMA NEWSPRINT,EQ,NSE,NSE
98232,2636801,RAMASTEEL,RAMA STEEL TUBES,EQ,NSE,NSE
98233,523009,RAMCOCEM,THE RAMCO CEMENTS,EQ,NSE,NSE
98234,1174273,RAMCOIND,RAMCO INDUSTRIES,EQ,NSE,NSE
98235,2009857,RAMCOSYS,RAMCO SYSTEMS.,EQ,NSE,NSE
98236,5154305,RAMKY,RAMKY INFRA,EQ,NSE,NSE
98237,726273,RANASUG,RANA SUGARS.,EQ,NSE,NSE
98238,4288257,RANEENGINE,RANE ENG VALVE,EQ,NSE,NSE
98239,728065,RANEHOLDIN,RANE HOLDINGS,EQ,NSE,NSE
98240,1837313,RATEGAIN,RATEGAIN TRAVEL TECHN,EQ,NSE,NSE
98241,3443457,RATNAMANI,RATNAMANI MET & TUB.,EQ,NSE,NSE
98242,731905,RAYMOND,RAYMOND,EQ,NSE,NSE
98243,382465,RBA,RESTAURANT BRAND ASIA,EQ,NSE,NSE
98244,4286721,RBL,RANE BRAKE LINING,EQ,NSE,NSE
98245,4708097,RBLBANK,RBL BANK,EQ,NSE,NSE
98246,733697,RCF,RASHTRIYA CHEMICALS & FER,EQ,NSE,NSE
98247,3376129,RCOM-BE,RELIANCE COMMUNICATIONS L,EQ,NSE,NSE
98248,3930881,RECLTD,REC,EQ,NSE,NSE
98249,7451905,RECLTD-N1,,EQ,NSE,NSE
98250,7452417,RECLTD-N2,,EQ,NSE,NSE
98251,7580673,RECLTD-N3,,EQ,NSE,NSE
98252,7581185,RECLTD-N4,,EQ,NSE,NSE
98253,7931393,RECLTD-N5,,EQ,NSE,NSE
98254,7931905,RECLTD-N6,,EQ,NSE,NSE
98255,7932417,RECLTD-N7,,EQ,NSE,NSE
98256,7932929,RECLTD-N8,,EQ,NSE,NSE
98257,7933441,RECLTD-N9,,EQ,NSE,NSE
98258,7933953,RECLTD-NA,,EQ,NSE,NSE
98259,750337,RECLTD-NB,,EQ,NSE,NSE
98260,750849,RECLTD-NC,,EQ,NSE,NSE
98261,751361,RECLTD-ND,,EQ,NSE,NSE
98262,752897,RECLTD-NE,,EQ,NSE,NSE
98263,754433,RECLTD-NF,,EQ,NSE,NSE
98264,755969,RECLTD-NG,,EQ,NSE,NSE
98265,5101057,RECLTD-NH,,EQ,NSE,NSE
98266,5100545,RECLTD-NI,,EQ,NSE,NSE
98267,3649281,REDINGTON,REDINGTON (INDIA).,EQ,NSE,NSE
98268,4547585,REFEX,REFEX INDUSTRIES,EQ,NSE,NSE
98269,6201601,RELAXO,RELAXO FOOT.,EQ,NSE,NSE
98270,1201153,RELCAPITAL-BE,REL CAPITAL - DEPO. SETT.,EQ,NSE,NSE
98271,2470913,RELCHEMQ,RELIANCE CHEMOTEX IND,EQ,NSE,NSE
98272,13057,RELIABLE-SM,,EQ,NSE,NSE
98273,738561,RELIANCE,RELIANCE INDUSTRIES,EQ,NSE,NSE
98274,3857409,RELIGARE,RELIGARE ENTER..,EQ,NSE,NSE
98275,141569,RELINFRA,RELIANCE INFRASTRUCTU,EQ,NSE,NSE
98276,1015041,REMSONSIND,REMSONS INDUSTRIES,EQ,NSE,NSE
98277,3078657,RENUKA,SHREE RENUKA SUGARS,EQ,NSE,NSE
98278,7577089,REPCOHOME,REPCO HOME FINANCE,EQ,NSE,NSE
98279,378881,REPL,RUDRABHISHEK ENTERP,EQ,NSE,NSE
98280,3360257,REPRO,REPRO INDIA,EQ,NSE,NSE
98281,5202689,RESPONIND,RESPONSIVE INDUSTRIES,EQ,NSE,NSE
98282,3062017,REVATHI,REVATHI EQUIPMENT,EQ,NSE,NSE
98283,1359105,REXPIPES-SM,,EQ,NSE,NSE
98284,3873025,RGL,RENAISSANCE GLOBAL,EQ,NSE,NSE
98285,5563649,RHFL,RELIANCE HOME FINANCE,EQ,NSE,NSE
98286,4951297,RHFL-N5,,EQ,NSE,NSE
98287,4951809,RHFL-N6,,EQ,NSE,NSE
98288,4952321,RHFL-N7,,EQ,NSE,NSE
98289,4952833,RHFL-N8,,EQ,NSE,NSE
98290,7977729,RHIM,RHI MAGNESITA INDIA,EQ,NSE,NSE
98291,2101249,RICHA-SM,,EQ,NSE,NSE
98292,744705,RICOAUTO,RICO AUTO INDUSTRIES,EQ,NSE,NSE
98293,745473,RIIL,RELIANCE INDUSTRIAL INFRA,EQ,NSE,NSE
98294,2289665,RITCO,RITCO LOGISTICS,EQ,NSE,NSE
98295,962817,RITES,RITES,EQ,NSE,NSE
98296,5364225,RKDL-BE,RAVI KUMAR DIST..,EQ,NSE,NSE
98297,396033,RKEC,RKEC PROJECTS,EQ,NSE,NSE
98298,2921217,RKFORGE,RAMKRISHNA FORGINGS,EQ,NSE,NSE
98299,1233921,RMCL-BZ,,EQ,NSE,NSE
98300,5584897,RMDRIP-SM,,EQ,NSE,NSE
98301,3065601,RML,RANE (MADRAS),EQ,NSE,NSE
98302,508417,RNAVAL-BZ,,EQ,NSE,NSE
98303,3374593,ROHLTD,ROYAL ORCHID HOTELS,EQ,NSE,NSE
98304,1351425,ROLEXRINGS,ROLEX RINGS,EQ,NSE,NSE
98305,4890625,ROLLT,ROLLATAINERS,EQ,NSE,NSE
98306,747009,ROLTA,ROLTA INDIA,EQ,NSE,NSE
98307,93697,ROML-BE,RAJ OIL MILLS,EQ,NSE,NSE
98308,4968961,ROSSARI,ROSSARI BIOTECH,EQ,NSE,NSE
98309,7401729,ROSSELLIND,ROSSELL INDIA,EQ,NSE,NSE
98310,2316545,ROTO,ROTO PUMPS,EQ,NSE,NSE
98311,32769,ROUTE,ROUTE MOBILE,EQ,NSE,NSE
98312,4281601,RPGLIFE,RPG LIFE SCIENCES,EQ,NSE,NSE
98313,3906305,RPOWER,RELIANCE POWER.,EQ,NSE,NSE
98314,5314561,RPPINFRA,R.P.P INFRA PROJECTS,EQ,NSE,NSE
98315,1769729,RPPL,RAJSHREE POLYPACK,EQ,NSE,NSE
98316,2078465,RPSGVENT,RPSG VENTURES,EQ,NSE,NSE
98317,1645825,RSSOFTWARE,R. S. SOFTWARE (INDIA) LI,EQ,NSE,NSE
98318,715265,RSWM,RSWM,EQ,NSE,NSE
98319,3433985,RSYSTEMS,R SYS INTERNATIONAL,EQ,NSE,NSE
98320,6988033,RTNINDIA,RATTANINDIA ENT,EQ,NSE,NSE
98321,4485121,RTNPOWER,RATTANINDIA POWER,EQ,NSE,NSE
98322,752385,RUBYMILLS,THE RUBY MILLS,EQ,NSE,NSE
98323,4359681,RUCHI-BE,RUCHI SOYA INDUSTRIES,EQ,NSE,NSE
98324,2156289,RUCHINFRA-BE,RUCHI INFRASTRUCTURE,EQ,NSE,NSE
98325,3538177,RUCHIRA,RUCHIRA PAPERS,EQ,NSE,NSE
98326,6585345,RUPA,RUPA & COMPANY,EQ,NSE,NSE
